1.5057513246692007e6  298080.4852800001  149494.3330729021  1.8012645857909212e6  0.0  1.821296762075177e6
441113.28160744545  298080.4852800001  0.0  587513.0910588144  0.0  2.0127601593234604e6
1.0621697181204325e6  298080.4852800001  267007.00677196286  1.672430455081099e6  0.0  1.4511700270800001e6
718085.9670492006  298080.4852800001  19641.911368117726  581332.4631051681  1741.456254588036  851553.5310183777
776377.1666292013  298080.4852800001  555466.3091668489  1.8520617353876967e6  25057.833625939063  1.627446867750425e6
1.5348967244692e6  298080.4852800001  0.0  1.0622192087495502e6  0.0  941008.258161954
1.3624834027092005e6  298080.4852800001  0.0  698407.4207087902  0.0  993271.4378896898
316074.1600732009  298080.4852800001  451106.4355168118  1.7220777070299436e6  0.0  2.0934727735549028e6
1.159610233192913e6  298080.4852800001  0.0  857387.0344176685  0.0  853727.5411070313
268997.5894480009  298080.4852800001  79137.96552432628  1.5969364656304347e6  39345.19435394429  2.12857332558e6
739845.4653439813  298080.4852800001  0.0  1.3200883910562033e6  0.0  942222.7922027644
730361.6732332003  298080.4852800001  0.0  954784.7537853989  0.0  1.8454993831857305e6
968770.0659382021  297748.70304000005  0.0  583445.116245949  0.0  1.0828632682153601e6
1.6296705393318185e6  298080.4852800001  0.0  808412.9455773897  0.0  1.4844793748873866e6
1.283154641357782e6  298080.4852800001  99511.17176354708  923092.7636746737  0.0  1.0454358814690422e6
74546.05422519991  296089.99032000004  155068.01556341114  1.6012443008949684e6  0.0  1.2849670377715537e6
672295.8510979109  298080.4852800001  184517.0842209303  1.6712293521876463e6  0.0  1.907702289509809e6
765877.664329351  298080.4852800001  111201.54239020032  1.2517984007771323e6  0.0  1.791744008696373e6
712957.8234692006  298080.4852800001  0.0  448252.5128860611  0.0  1.60019205089035e6
1.4025322284337177e6  298029.89548826043  0.0  1.2692637791888153e6  0.0  1.4946694048857854e6
739779.8892096987  298080.4852800001  324408.245439806  1.8493603872686455e6  0.0  1.0182578753843997e6
697223.9142040006  298080.4852800001  87956.90891124003  1.0663543998579986e6  0.0  1.0485978415265244e6
882751.4476492004  298080.4852800001  277906.33065180626  2.0037882447486452e6  0.0  1.1532705959929214e6
694861.7884600282  298080.4852800001  0.0  1.0409425862997982e6  0.0  1.0592050198102915e6
1.1388295573892002e6  298080.4852800001  38530.503142555186  869876.800174202  0.0  1.5641135709875494e6
967843.3871252002  298080.4852800001  209823.17959062068  1.9167019642686455e6  0.0  1.0286751593200002e6
2.232576936402813e6  298080.4852800001  0.0  905213.4426228364  0.0  1.3156552735822904e6
154589.29693404865  298080.4852800001  0.0  982822.8369158696  0.0  1.4508800259415829e6
1.3625567240791046e6  298080.4852800001  0.0  587892.859208646  38530.770878446056  2.1332168429898443e6
1.1624406860245622e6  298080.4852800001  0.0  1.3220684499962917e6  0.0  1.346103844e6
642671.3151132003  298080.4852800001  24385.075919805793  1.3016446670286455e6  0.0  3.256525571384349e6
210196.93991320033  298080.4852800001  550802.5163025231  2.0141186760233245e6  0.0  2.621227007408838e6
1.0111867169932002e6  298080.4852800001  0.0  964711.5553625519  0.0  807419.0333031483
400676.5240292002  298080.4852800001  177733.54118092253  1.5923837889849246e6  0.0  2.527800851698986e6
670013.1927892007  298080.4852800001  0.0  1.1917202507729835e6  0.0  765061.7076277654
2.2201002178240237e6  298080.4852800001  332701.08082198026  1.567292277010106e6  0.0  1.21302811412e6
444712.5278332002  298080.4852800001  188065.90987377684  1.8431880728297217e6  0.0  863797.7083215909
577888.9808192658  298080.4852800001  133906.75940268568  1.5818379945318382e6  0.0  672660.5678800003
1.3134995280530532e6  297748.70304000005  68991.21423344236  1.6891462085086224e6  0.0  1.789231295872656e6
138051.6709410501  297244.0766823748  0.0  576481.1285118536  0.0  731009.796645861
620588.3850292002  298080.4852800001  48354.67704131862  1.382791400614646e6  0.0  1.0602621181187683e6
1.1478417924692004e6  298080.4852800001  0.0  821124.2274748238  0.0  871882.7960801689
1.3774035709492e6  298080.4852800001  149261.95358335425  1.679837913020749e6  0.0  1.2096539148019427e6
1.1195402040283727e6  298080.4852800001  0.0  1.0821069421762775e6  4026.9220242805445  2.3733892715514405e6
817195.1979870091  298080.4852800001  244894.50459398425  1.1470348702644457e6  0.0  1.1255285756797523e6
260012.353568672  298080.4852800001  0.0  1.0664110223313596e6  0.0  1.5888672542089098e6
1.1966874986332003e6  298080.4852800001  217744.6777578083  1.6476505234606122e6  0.0  1.628066962546533e6
818655.5097492004  298080.4852800001  0.0  554855.953488646  0.0  2.193609600192611e6
867463.5835092006  298080.4852800001  131105.55677180592  1.7632074393086454e6  0.0  972116.0666529667
1.9411172352852002e6  298080.4852800001  0.0  879164.4260686459  0.0  1.0043851510989502e6
141359.7741851999  296090.28804  217217.57095580635  1.0459663074686459e6  0.0  1.5883480467752905e6
759747.2895932004  298080.4852800001  0.0  713221.8368470385  0.0  1.0597199527226572e6
169363.8639251999  296090.28804  0.0  1.380972371895626e6  0.0  2.489424185936191e6
396612.41867320065  298080.4852800001  0.0  756511.2086384746  0.0  1.2888539322468173e6
1.1386875492687966e6  298080.4852800001  25967.61002065062  464978.5574600825  12272.948686596288  1.9111458161836686e6
942796.3881092004  298080.4852800001  15548.882827200057  882213.3611272802  0.0  1.2577877234517895e6
1.3260363337252e6  298080.4852800001  0.0  748178.1759987744  0.0  2.0956368556304593e6
802096.9663529227  298080.4852800001  0.0  520864.9952464599  0.0  2.8317962609574664e6
1.7485300422692e6  298080.4852800001  319970.4480869122  1.466165770324959e6  0.0  1.09739076904996e6
0.0  297085.3370400001  137099.31657099567  911013.4256164744  0.0  2.836678444823326e6
1.0832639929492003e6  298080.4852800001  0.0  1.098496427635359e6  0.0  1.5175992439237582e6
1.3838299201087968e6  297748.70304000005  0.0  884422.9020537065  0.0  1.627332950629302e6
561635.7739591004  298080.4852800001  99032.28051580612  1.8689482896886454e6  0.0  2.0328872012689963e6
1.1454651684492005e6  298080.4852800001  26065.403963239078  1.6249375658200688e6  0.0  2.210308951172113e6
387778.38586873526  298080.4852800001  0.0  1.6647682713917755e6  0.0  811120.5408712807
1.1583723516292002e6  298080.4852800001  87514.3015177304  1.443516087739329e6  0.0  1.2898425862178344e6
1.713092522805201e6  298080.4852800001  0.0  591470.8462940131  0.0  1.8821727829897257e6
1.3706052905894157e6  298080.4852800001  0.0  614055.879066429  52232.325733205056  2.734998588477692e6
768780.0950732001  298080.4852800001  536284.5870222914  2.0721864704984287e6  0.0  1.3213425903800004e6
660770.6460332002  298080.4852800001  214409.95816155686  1.6521785834680148e6  0.0  1.8209851166450717e6
500923.2516692007  298080.4852800001  0.0  1.1068396724073598e6  0.0  2.296877974323052e6
1.1549402032452002e6  298080.4852800001  90775.29256658007  1.0475522020205513e6  0.0  1.9731993419874017e6
1.4270333179092002e6  298080.4852800001  149020.28831290125  993829.5115283421  0.0  1.0503682516952509e6
1.3468214658452002e6  298080.4852800001  0.0  985772.8097756924  0.0  1.0455500189026565e6
251676.5801132011  298080.4852800001  163284.00725488123  1.4464420720235922e6  0.0  2.555022926417665e6
853261.7380931943  298080.4852800001  48468.87698473412  901433.6259505799  11496.432593891388  2.456385901941201e6
413342.9763892009  298080.4852800001  0.0  1.258692926708646e6  0.0  1.1305521793811412e6
1.174690279721086e6  298080.4852800001  99045.3312918061  1.9443127824686456e6  0.0  886596.561038518
35647.51551660354  297748.8022800001  128759.44534646561  1.1278951472820903e6  0.0  973165.9954490986
