------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-21

Problem
  Nodes           : 60
  State variables : 4
  Scenarios       : 8.22275e+112
  Existing cuts   : false
  Subproblem structure                      : (min, max)
    Variables                               : (157, 157)
    VariableRef in MOI.LessThan{Float64}    : (144, 145)
    VariableRef in MOI.GreaterThan{Float64} : (149, 149)
    AffExpr in MOI.EqualTo{Float64}         : (9, 9)
Options
  Solver          : serial mode
  Risk measure    : SDDP.Expectation()
  Sampling scheme : SDDP.InSampleMonteCarlo

Numerical stability report
  Non-zero Matrix range     [1e+00, 1e+00]
  Non-zero Objective range  [1e-05, 1e+00]
  Non-zero Bounds range     [7e-01, 2e+05]
  Non-zero RHS range        [7e+03, 5e+04]
WARNING: numerical stability issues detected
  - Objective range contains small coefficients
Very large or small absolute values of coefficients
can cause numerical stability issues. Consider
reformulating the model.

 Iteration    Simulation       Bound         Time (s)    Proc. ID   # Solves
       56    4.905666e+04   4.899370e+04   8.188059e+01          1     274344
       57    4.532237e+04   4.899622e+04   8.339204e+01          1     279243
       58    5.435321e+04   4.902539e+04   8.486498e+01          1     284142
       59    5.228417e+04   4.902572e+04   8.636962e+01          1     289041
       60    4.653699e+04   4.902666e+04   8.788750e+01          1     293940
       61    5.082800e+04   4.903697e+04   8.941860e+01          1     298839
       62    5.700848e+04   4.904356e+04   9.104392e+01          1     303738
       63    5.398891e+04   4.905486e+04   9.269830e+01          1     308637
       64    4.860094e+04   4.905638e+04   9.433728e+01          1     313536
       65    5.781540e+04   4.905875e+04   9.591792e+01          1     318435
       66    6.268358e+04   4.909620e+04   9.744286e+01          1     323334
       67    4.649942e+04   4.909911e+04   9.892023e+01          1     328233
       68    5.171100e+04   4.912336e+04   1.004380e+02          1     333132
       69    4.517137e+04   4.923652e+04   1.019450e+02          1     338031
       70    5.041436e+04   4.923652e+04   1.034727e+02          1     342930
       71    5.000691e+04   4.924471e+04   1.050075e+02          1     347829
       72    4.746858e+04   4.925715e+04   1.065399e+02          1     352728
       73    4.477138e+04   4.925809e+04   1.080847e+02          1     357627
       74    5.162886e+04   4.925886e+04   1.096091e+02          1     362526
       75    5.260264e+04   4.926378e+04   1.111002e+02          1     367425
       76    4.377222e+04   4.927358e+04   1.126074e+02          1     372324
       77    4.391741e+04   4.927586e+04   1.141424e+02          1     377223
       78    4.678451e+04   4.927980e+04   1.156669e+02          1     382122
       79    5.663834e+04   4.928544e+04   1.172004e+02          1     387021
       80    5.361548e+04   4.928795e+04   1.187485e+02          1     391920
       81    5.334987e+04   4.928877e+04   1.202805e+02          1     396819
       82    4.549066e+04   4.930070e+04   1.218057e+02          1     401718
       83    4.722940e+04   4.930188e+04   1.233094e+02          1     406617
       84    5.323989e+04   4.930295e+04   1.248335e+02          1     411516
       85    4.606005e+04   4.930328e+04   1.263572e+02          1     416415
       86    4.492117e+04   4.933664e+04   1.278970e+02          1     421314
       87    5.350552e+04   4.933697e+04   1.294333e+02          1     426213
       88    3.702652e+04   4.933744e+04   1.309541e+02          1     431112
       89    4.490232e+04   4.934132e+04   1.324981e+02          1     436011
       90    5.489844e+04   4.934535e+04   1.340313e+02          1     440910
       91    4.363402e+04   4.938184e+04   1.355365e+02          1     445809
       92    5.656001e+04   4.938187e+04   1.370813e+02          1     450708
       93    4.510752e+04   4.938191e+04   1.386489e+02          1     455607
       94    5.258386e+04   4.938201e+04   1.401839e+02          1     460506
       95    5.428169e+04   4.938761e+04   1.417289e+02          1     465405
       96    5.745611e+04   4.939062e+04   1.432664e+02          1     470304
       97    4.727143e+04   4.939311e+04   1.448120e+02          1     475203
       98    5.388639e+04   4.939775e+04   1.463306e+02          1     480102
       99    5.211233e+04   4.940847e+04   1.478674e+02          1     485001
      100    5.294489e+04   4.940862e+04   1.494047e+02          1     489900
      101    4.726870e+04   4.941030e+04   1.510158e+02          1     494799
      102    4.984577e+04   4.941035e+04   1.525909e+02          1     499698
      103    4.278863e+04   4.941395e+04   1.541338e+02          1     504597
      104    4.346190e+04   4.941400e+04   1.556820e+02          1     509496
      105    4.580003e+04   4.941404e+04   1.572303e+02          1     514395
      106    4.826813e+04   4.941412e+04   1.587404e+02          1     519294
      107    5.507098e+04   4.943865e+04   1.602841e+02          1     524193
      108    4.440687e+04   4.943867e+04   1.618238e+02          1     529092
      109    4.517985e+04   4.943869e+04   1.633667e+02          1     533991
      110    5.455125e+04   4.943880e+04   1.649188e+02          1     538890
      111    5.435615e+04   4.945236e+04   1.664757e+02          1     543789
      112    5.061043e+04   4.945269e+04   1.680419e+02          1     548688
      113    4.113480e+04   4.945353e+04   1.695596e+02          1     553587
      114    4.868876e+04   4.945353e+04   1.711175e+02          1     558486
      115    4.496462e+04   4.945393e+04   1.726700e+02          1     563385
      116    5.138143e+04   4.945738e+04   1.742157e+02          1     568284
      117    4.779297e+04   4.945802e+04   1.757767e+02          1     573183
      118    4.485707e+04   4.946147e+04   1.773255e+02          1     578082
      119    4.553470e+04   4.946613e+04   1.788528e+02          1     582981
      120    4.286329e+04   4.946819e+04   1.804120e+02          1     587880
      121    4.885702e+04   4.947010e+04   1.819792e+02          1     592779

Terminating training
  Status         : bound_stalling
  Total time (s) : 1.819792e+02
  Total solves   : 592779
  Best bound     :  4.947010e+04
  Simulation CI  :  5.111404e+04 ± 1.014596e+03
------------------------------------------------------------------------------
