------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-21

Problem
  Nodes           : 60
  State variables : 4
  Scenarios       : 8.22275e+112
  Existing cuts   : false
  Subproblem structure                      : (min, max)
    Variables                               : (157, 157)
    VariableRef in MOI.LessThan{Float64}    : (144, 145)
    VariableRef in MOI.GreaterThan{Float64} : (149, 149)
    AffExpr in MOI.EqualTo{Float64}         : (9, 9)
Options
  Solver          : serial mode
  Risk measure    : SDDP.Expectation()
  Sampling scheme : SDDP.InSampleMonteCarlo

Numerical stability report
  Non-zero Matrix range     [1e+00, 1e+00]
  Non-zero Objective range  [1e-05, 1e+00]
  Non-zero Bounds range     [7e-01, 2e+05]
  Non-zero RHS range        [7e+03, 5e+04]
WARNING: numerical stability issues detected
  - Objective range contains small coefficients
Very large or small absolute values of coefficients
can cause numerical stability issues. Consider
reformulating the model.

 Iteration    Simulation       Bound         Time (s)    Proc. ID   # Solves
       26    5.440133e+04   5.628917e+04   3.721253e+01          1     127374
       27    6.564256e+04   5.870373e+04   3.871099e+01          1     132273
       28    6.452052e+04   5.882960e+04   4.014575e+01          1     137172
       29    6.652030e+04   5.915392e+04   4.164421e+01          1     142071
       30    5.637287e+04   5.915409e+04   4.309371e+01          1     146970
       31    6.227048e+04   5.915514e+04   4.459278e+01          1     151869
       32    4.944544e+04   5.923398e+04   4.603738e+01          1     156768
       33    5.619207e+04   5.924342e+04   4.751415e+01          1     161667
       34    5.917767e+04   5.925815e+04   4.897157e+01          1     166566
       35    6.610118e+04   5.950608e+04   5.047146e+01          1     171465
       36    5.845860e+04   5.950830e+04   5.199784e+01          1     176364
       37    7.164463e+04   5.951463e+04   5.344978e+01          1     181263
       38    5.966496e+04   5.951468e+04   5.495355e+01          1     186162
       39    7.418901e+04   5.951473e+04   5.642003e+01          1     191061
       40    5.523432e+04   5.951480e+04   5.792399e+01          1     195960
       41    6.209463e+04   6.008107e+04   5.938771e+01          1     200859
       42    6.510892e+04   6.008108e+04   6.090812e+01          1     205758
       43    5.253252e+04   6.008108e+04   6.237103e+01          1     210657
       44    5.814776e+04   6.008109e+04   6.390265e+01          1     215556
       45    6.436508e+04   6.008109e+04   6.538214e+01          1     220455
       46    5.685853e+04   6.034128e+04   6.688620e+01          1     225354
       47    6.190029e+04   6.044488e+04   6.837376e+01          1     230253
       48    7.350620e+04   6.046354e+04   6.989633e+01          1     235152
       49    5.172957e+04   6.055192e+04   7.136157e+01          1     240051
       50    5.829841e+04   6.057603e+04   7.288083e+01          1     244950
       51    6.220544e+04   6.059782e+04   7.437808e+01          1     249849
       52    5.498534e+04   6.065217e+04   7.591918e+01          1     254748
       53    6.071163e+04   6.065356e+04   7.745179e+01          1     259647
       54    6.259697e+04   6.065872e+04   7.894992e+01          1     264546
       55    6.132082e+04   6.065995e+04   8.047871e+01          1     269445
       56    5.503663e+04   6.066253e+04   8.196005e+01          1     274344
       57    6.644728e+04   6.072825e+04   8.348135e+01          1     279243
       58    6.896615e+04   6.073438e+04   8.495693e+01          1     284142
       59    6.204605e+04   6.076782e+04   8.649473e+01          1     289041
       60    6.292089e+04   6.076793e+04   8.796556e+01          1     293940
       61    7.130469e+04   6.076818e+04   8.950207e+01          1     298839
       62    5.166754e+04   6.077696e+04   9.098854e+01          1     303738
       63    5.906828e+04   6.079589e+04   9.252684e+01          1     308637
       64    5.616515e+04   6.079732e+04   9.402062e+01          1     313536
       65    5.265230e+04   6.081316e+04   9.555376e+01          1     318435
       66    6.421855e+04   6.081745e+04   9.704996e+01          1     323334
       67    6.138796e+04   6.082407e+04   9.858850e+01          1     328233
       68    7.193103e+04   6.082416e+04   1.001220e+02          1     333132
       69    5.320872e+04   6.082448e+04   1.016573e+02          1     338031
       70    6.588491e+04   6.083490e+04   1.031687e+02          1     342930
       71    5.837831e+04   6.083493e+04   1.047165e+02          1     347829
       72    6.892734e+04   6.084364e+04   1.062338e+02          1     352728
       73    6.019627e+04   6.084402e+04   1.077795e+02          1     357627
       74    5.554422e+04   6.084561e+04   1.092952e+02          1     362526
       75    5.220197e+04   6.084591e+04   1.108582e+02          1     367425
       76    6.436344e+04   6.084625e+04   1.124055e+02          1     372324
       77    4.982164e+04   6.093077e+04   1.139536e+02          1     377223
       78    6.283678e+04   6.093078e+04   1.155124e+02          1     382122
       79    6.355417e+04   6.093080e+04   1.170185e+02          1     387021
       80    6.215067e+04   6.094664e+04   1.185745e+02          1     391920
       81    6.167594e+04   6.099406e+04   1.201024e+02          1     396819
       82    7.213671e+04   6.099839e+04   1.216727e+02          1     401718
       83    5.985105e+04   6.105157e+04   1.232168e+02          1     406617
       84    5.645163e+04   6.105261e+04   1.247690e+02          1     411516
       85    6.089290e+04   6.105488e+04   1.262881e+02          1     416415
       86    5.097145e+04   6.106467e+04   1.278451e+02          1     421314
       87    6.714994e+04   6.107365e+04   1.293620e+02          1     426213
       88    5.887237e+04   6.108609e+04   1.309321e+02          1     431112
       89    6.990063e+04   6.108944e+04   1.324642e+02          1     436011
       90    6.874079e+04   6.109412e+04   1.340345e+02          1     440910
       91    4.881231e+04   6.112036e+04   1.355701e+02          1     445809
       92    6.179194e+04   6.112038e+04   1.371480e+02          1     450708
       93    7.197866e+04   6.112040e+04   1.386886e+02          1     455607
       94    7.172880e+04   6.112042e+04   1.402645e+02          1     460506
       95    6.463405e+04   6.112713e+04   1.418067e+02          1     465405
       96    5.706509e+04   6.113188e+04   1.433731e+02          1     470304
       97    5.783247e+04   6.113767e+04   1.448939e+02          1     475203
       98    5.818155e+04   6.113775e+04   1.464824e+02          1     480102
       99    5.684512e+04   6.113794e+04   1.480236e+02          1     485001
      100    6.408291e+04   6.114422e+04   1.496104e+02          1     489900
      101    6.144661e+04   6.114472e+04   1.511629e+02          1     494799

Terminating training
  Status         : bound_stalling
  Total time (s) : 1.511629e+02
  Total solves   : 494799
  Best bound     :  6.114472e+04
  Simulation CI  :  6.320395e+04 ± 1.641518e+03
------------------------------------------------------------------------------
