------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-21

Problem
  Nodes           : 60
  State variables : 4
  Scenarios       : 8.22275e+112
  Existing cuts   : false
  Subproblem structure                      : (min, max)
    Variables                               : (157, 157)
    VariableRef in MOI.LessThan{Float64}    : (144, 145)
    VariableRef in MOI.GreaterThan{Float64} : (149, 149)
    AffExpr in MOI.EqualTo{Float64}         : (9, 9)
Options
  Solver          : serial mode
  Risk measure    : SDDP.Expectation()
  Sampling scheme : SDDP.InSampleMonteCarlo

Numerical stability report
  Non-zero Matrix range     [1e+00, 1e+00]
  Non-zero Objective range  [8e-06, 1e+00]
  Non-zero Bounds range     [7e-01, 2e+05]
  Non-zero RHS range        [7e+03, 5e+04]
WARNING: numerical stability issues detected
  - Objective range contains small coefficients
Very large or small absolute values of coefficients
can cause numerical stability issues. Consider
reformulating the model.

 Iteration    Simulation       Bound         Time (s)    Proc. ID   # Solves
       43    7.659185e+04   7.071802e+04   6.334431e+01          1     210657
       44    8.493483e+04   7.073835e+04   6.483234e+01          1     215556
       45    6.302257e+04   7.080466e+04   6.631062e+01          1     220455
       46    7.466909e+04   7.081032e+04   6.780806e+01          1     225354
       47    6.468871e+04   7.081959e+04   6.929849e+01          1     230253
       48    7.277274e+04   7.085129e+04   7.079569e+01          1     235152
       49    7.269743e+04   7.085148e+04   7.229907e+01          1     240051
       50    7.647471e+04   7.086297e+04   7.383351e+01          1     244950
       51    7.835312e+04   7.086689e+04   7.533497e+01          1     249849
       52    7.840545e+04   7.089771e+04   7.686160e+01          1     254748
       53    7.528445e+04   7.089824e+04   7.837343e+01          1     259647
       54    5.699577e+04   7.089925e+04   7.987322e+01          1     264546
       55    5.473289e+04   7.090382e+04   8.138891e+01          1     269445
       56    6.781192e+04   7.090427e+04   8.288957e+01          1     274344
       57    7.010773e+04   7.103426e+04   8.439486e+01          1     279243
       58    7.490775e+04   7.103466e+04   8.590614e+01          1     284142
       59    7.291736e+04   7.105098e+04   8.741701e+01          1     289041
       60    5.297981e+04   7.105317e+04   8.892420e+01          1     293940
       61    7.636094e+04   7.107869e+04   9.044481e+01          1     298839
       62    6.597916e+04   7.108521e+04   9.197772e+01          1     303738
       63    8.029641e+04   7.111227e+04   9.350628e+01          1     308637
       64    7.557742e+04   7.111240e+04   9.502814e+01          1     313536
       65    6.375964e+04   7.114001e+04   9.653885e+01          1     318435
       66    6.529523e+04   7.114219e+04   9.805076e+01          1     323334
       67    7.805286e+04   7.116959e+04   9.956674e+01          1     328233
       68    7.438204e+04   7.117179e+04   1.011223e+02          1     333132
       69    7.480160e+04   7.120532e+04   1.026442e+02          1     338031
       70    8.363795e+04   7.120538e+04   1.041696e+02          1     342930
       71    6.622509e+04   7.121965e+04   1.056866e+02          1     347829
       72    6.822283e+04   7.122087e+04   1.071945e+02          1     352728
       73    7.550815e+04   7.122449e+04   1.087002e+02          1     357627
       74    9.382761e+04   7.122470e+04   1.102163e+02          1     362526
       75    6.190959e+04   7.122513e+04   1.117147e+02          1     367425
       76    7.612483e+04   7.126364e+04   1.132301e+02          1     372324
       77    7.192104e+04   7.127883e+04   1.147526e+02          1     377223
       78    8.041448e+04   7.131226e+04   1.162785e+02          1     382122
       79    8.423946e+04   7.131296e+04   1.178073e+02          1     387021
       80    8.224378e+04   7.131640e+04   1.193495e+02          1     391920
       81    6.189145e+04   7.132425e+04   1.208742e+02          1     396819
       82    7.367320e+04   7.134111e+04   1.224010e+02          1     401718
       83    6.085269e+04   7.134466e+04   1.239374e+02          1     406617
       84    7.892379e+04   7.137463e+04   1.254494e+02          1     411516
       85    7.777413e+04   7.139295e+04   1.269754e+02          1     416415
       86    7.152398e+04   7.139317e+04   1.284911e+02          1     421314
       87    6.919213e+04   7.147531e+04   1.300086e+02          1     426213
       88    7.008267e+04   7.147538e+04   1.315464e+02          1     431112
       89    5.551623e+04   7.149202e+04   1.330524e+02          1     436011
       90    8.114969e+04   7.149247e+04   1.345841e+02          1     440910
       91    7.603701e+04   7.149641e+04   1.361415e+02          1     445809
       92    7.480340e+04   7.149678e+04   1.376839e+02          1     450708
       93    7.003577e+04   7.151869e+04   1.392085e+02          1     455607
       94    7.697558e+04   7.151870e+04   1.407847e+02          1     460506
       95    7.189368e+04   7.151870e+04   1.423156e+02          1     465405
       96    6.340177e+04   7.151874e+04   1.438578e+02          1     470304
       97    8.070433e+04   7.153117e+04   1.454017e+02          1     475203
       98    9.106582e+04   7.153122e+04   1.469464e+02          1     480102
       99    6.848785e+04   7.153918e+04   1.484865e+02          1     485001
      100    7.721975e+04   7.153952e+04   1.500269e+02          1     489900
      101    6.837168e+04   7.155373e+04   1.515881e+02          1     494799
      102    6.299037e+04   7.155460e+04   1.531123e+02          1     499698
      103    6.456055e+04   7.155650e+04   1.546574e+02          1     504597
      104    7.991678e+04   7.156470e+04   1.562056e+02          1     509496
      105    5.535278e+04   7.156681e+04   1.577378e+02          1     514395
      106    7.799981e+04   7.157308e+04   1.592851e+02          1     519294
      107    8.135640e+04   7.157337e+04   1.608340e+02          1     524193
      108    8.234683e+04   7.158490e+04   1.623722e+02          1     529092
      109    7.860965e+04   7.158520e+04   1.639176e+02          1     533991
      110    6.684609e+04   7.158690e+04   1.654786e+02          1     538890
      111    6.898607e+04   7.159243e+04   1.670297e+02          1     543789
      112    7.755800e+04   7.159884e+04   1.685822e+02          1     548688
      113    7.512578e+04   7.159886e+04   1.701289e+02          1     553587
      114    6.869868e+04   7.159891e+04   1.716817e+02          1     558486
      115    7.485037e+04   7.160121e+04   1.732285e+02          1     563385
      116    5.272429e+04   7.160124e+04   1.747836e+02          1     568284
      117    6.521805e+04   7.160319e+04   1.763399e+02          1     573183
      118    7.759059e+04   7.160347e+04   1.778900e+02          1     578082

Terminating training
  Status         : bound_stalling
  Total time (s) : 1.778900e+02
  Total solves   : 578082
  Best bound     :  7.160347e+04
  Simulation CI  :  7.414651e+04 ± 1.780449e+03
------------------------------------------------------------------------------
