------------------------------------------------------------------------------
                      SDDP.jl (c) Oscar Dowson, 2017-21

Problem
  Nodes           : 60
  State variables : 4
  Scenarios       : 8.22275e+112
  Existing cuts   : false
  Subproblem structure                      : (min, max)
    Variables                               : (157, 157)
    VariableRef in MOI.LessThan{Float64}    : (144, 145)
    VariableRef in MOI.GreaterThan{Float64} : (149, 149)
    AffExpr in MOI.EqualTo{Float64}         : (9, 9)
Options
  Solver          : serial mode
  Risk measure    : SDDP.Expectation()
  Sampling scheme : SDDP.InSampleMonteCarlo

Numerical stability report
  Non-zero Matrix range     [1e+00, 1e+00]
  Non-zero Objective range  [6e-06, 1e+00]
  Non-zero Bounds range     [7e-01, 2e+05]
  Non-zero RHS range        [7e+03, 5e+04]
WARNING: numerical stability issues detected
  - Objective range contains small coefficients
Very large or small absolute values of coefficients
can cause numerical stability issues. Consider
reformulating the model.

 Iteration    Simulation       Bound         Time (s)    Proc. ID   # Solves
       29    6.336104e+04   7.205929e+04   4.229638e+01          1     142071
       30    8.599227e+04   7.209166e+04   4.382209e+01          1     146970
       31    7.867272e+04   7.209342e+04   4.527610e+01          1     151869
       32    7.355903e+04   7.209539e+04   4.678132e+01          1     156768
       33    6.044947e+04   7.209792e+04   4.825078e+01          1     161667
       34    5.111497e+04   7.209830e+04   4.970873e+01          1     166566
       35    7.683974e+04   7.212371e+04   5.120929e+01          1     171465
       36    8.330584e+04   7.228902e+04   5.266935e+01          1     176364
       37    7.870070e+04   7.230266e+04   5.415615e+01          1     181263
       38    8.232475e+04   7.230590e+04   5.562198e+01          1     186162
       39    7.876992e+04   7.253261e+04   5.711823e+01          1     191061
       40    8.215911e+04   7.259450e+04   5.858231e+01          1     195960
       41    6.866863e+04   7.259891e+04   6.008374e+01          1     200859
       42    7.539758e+04   7.262791e+04   6.154411e+01          1     205758
       43    7.868962e+04   7.263008e+04   6.301734e+01          1     210657
       44    9.341518e+04   7.263263e+04   6.452890e+01          1     215556
       45    6.497253e+04   7.272884e+04   6.600131e+01          1     220455
       46    6.859304e+04   7.272916e+04   6.753637e+01          1     225354
       47    7.482341e+04   7.278175e+04   6.900600e+01          1     230253
       48    7.469226e+04   7.305675e+04   7.051158e+01          1     235152
       49    5.965803e+04   7.306283e+04   7.198649e+01          1     240051
       50    6.035569e+04   7.307212e+04   7.351344e+01          1     244950
       51    8.745113e+04   7.307459e+04   7.498208e+01          1     249849
       52    6.558962e+04   7.307655e+04   7.646115e+01          1     254748
       53    7.679459e+04   7.308635e+04   7.798586e+01          1     259647
       54    8.253620e+04   7.308668e+04   7.950736e+01          1     264546
       55    7.766311e+04   7.309674e+04   8.103014e+01          1     269445
       56    7.878537e+04   7.312952e+04   8.251872e+01          1     274344
       57    5.653463e+04   7.313298e+04   8.404584e+01          1     279243
       58    7.507376e+04   7.313691e+04   8.553607e+01          1     284142
       59    6.902641e+04   7.314187e+04   8.702455e+01          1     289041
       60    8.606368e+04   7.325119e+04   8.855279e+01          1     293940
       61    6.454580e+04   7.329402e+04   9.004117e+01          1     298839
       62    5.135790e+04   7.329790e+04   9.158209e+01          1     303738
       63    6.390500e+04   7.333089e+04   9.304910e+01          1     308637
       64    6.658061e+04   7.333132e+04   9.456770e+01          1     313536
       65    5.613905e+04   7.333635e+04   9.604195e+01          1     318435
       66    6.711268e+04   7.333691e+04   9.757367e+01          1     323334
       67    7.098690e+04   7.333708e+04   9.905757e+01          1     328233
       68    8.102440e+04   7.333783e+04   1.005464e+02          1     333132
       69    8.123038e+04   7.336475e+04   1.020664e+02          1     338031
       70    7.145107e+04   7.336572e+04   1.035624e+02          1     342930
       71    5.047460e+04   7.337161e+04   1.050913e+02          1     347829
       72    5.790072e+04   7.337370e+04   1.065810e+02          1     352728
       73    9.136269e+04   7.337571e+04   1.081272e+02          1     357627
       74    7.834300e+04   7.338910e+04   1.096204e+02          1     362526
       75    6.024762e+04   7.341218e+04   1.111177e+02          1     367425
       76    9.786668e+04   7.342961e+04   1.126715e+02          1     372324
       77    7.913136e+04   7.343271e+04   1.141770e+02          1     377223
       78    6.218371e+04   7.344369e+04   1.157308e+02          1     382122
       79    7.193639e+04   7.346249e+04   1.172355e+02          1     387021
       80    7.868745e+04   7.347131e+04   1.187855e+02          1     391920
       81    6.810204e+04   7.348261e+04   1.202895e+02          1     396819
       82    5.477562e+04   7.348523e+04   1.217804e+02          1     401718
       83    8.957268e+04   7.348668e+04   1.233243e+02          1     406617
       84    6.724208e+04   7.349305e+04   1.248256e+02          1     411516
       85    7.788589e+04   7.351997e+04   1.263675e+02          1     416415
       86    9.636002e+04   7.352423e+04   1.278757e+02          1     421314
       87    7.255025e+04   7.353324e+04   1.294076e+02          1     426213
       88    6.857777e+04   7.354472e+04   1.309081e+02          1     431112
       89    8.277560e+04   7.354878e+04   1.324248e+02          1     436011
       90    7.895275e+04   7.356062e+04   1.339798e+02          1     440910
       91    5.961387e+04   7.356115e+04   1.354912e+02          1     445809
       92    8.286321e+04   7.356217e+04   1.370525e+02          1     450708
       93    7.191122e+04   7.356261e+04   1.385602e+02          1     455607
       94    7.362751e+04   7.356673e+04   1.401395e+02          1     460506
       95    7.103722e+04   7.356706e+04   1.416542e+02          1     465405
       96    6.445305e+04   7.357101e+04   1.431527e+02          1     470304
       97    5.840118e+04   7.357116e+04   1.447006e+02          1     475203
       98    8.981905e+04   7.364131e+04   1.462184e+02          1     480102
       99    7.337647e+04   7.364160e+04   1.477663e+02          1     485001
      100    9.259511e+04   7.364325e+04   1.492734e+02          1     489900
      101    8.258613e+04   7.366076e+04   1.508062e+02          1     494799
      102    7.492485e+04   7.366118e+04   1.523788e+02          1     499698
      103    6.724013e+04   7.367281e+04   1.538990e+02          1     504597
      104    7.032365e+04   7.367281e+04   1.554547e+02          1     509496
      105    7.476171e+04   7.367283e+04   1.569832e+02          1     514395
      106    7.223212e+04   7.367347e+04   1.585406e+02          1     519294
      107    6.469148e+04   7.367359e+04   1.600439e+02          1     524193
      108    7.038499e+04   7.367372e+04   1.615687e+02          1     529092
      109    8.309341e+04   7.369168e+04   1.631360e+02          1     533991
      110    5.870355e+04   7.369222e+04   1.646586e+02          1     538890
      111    7.249859e+04   7.369280e+04   1.662259e+02          1     543789
      112    5.915557e+04   7.372024e+04   1.677498e+02          1     548688
      113    8.205704e+04   7.372075e+04   1.693260e+02          1     553587
      114    7.947261e+04   7.372446e+04   1.708415e+02          1     558486
      115    7.970189e+04   7.372466e+04   1.723662e+02          1     563385
      116    7.153886e+04   7.372681e+04   1.739339e+02          1     568284
      117    8.979019e+04   7.372699e+04   1.754615e+02          1     573183
      118    7.869396e+04   7.372734e+04   1.770227e+02          1     578082
      119    7.946244e+04   7.375849e+04   1.785509e+02          1     582981
      120    8.460268e+04   7.376545e+04   1.800802e+02          1     587880
      121    6.700933e+04   7.376872e+04   1.816564e+02          1     592779
      122    6.524144e+04   7.378990e+04   1.831872e+02          1     597678
      123    7.252949e+04   7.379045e+04   1.847825e+02          1     602577
      124    6.801709e+04   7.379219e+04   1.863281e+02          1     607476
      125    4.726179e+04   7.379596e+04   1.879199e+02          1     612375
      126    8.425217e+04   7.379731e+04   1.895251e+02          1     617274
      127    7.902767e+04   7.379979e+04   1.910556e+02          1     622173
      128    5.100985e+04   7.380136e+04   1.926328e+02          1     627072
      129    6.995054e+04   7.380324e+04   1.941498e+02          1     631971
      130    6.490567e+04   7.382916e+04   1.957245e+02          1     636870
      131    6.953549e+04   7.383479e+04   1.972557e+02          1     641769
      132    7.748842e+04   7.383723e+04   1.988036e+02          1     646668
      133    6.070903e+04   7.384506e+04   2.004020e+02          1     651567
      134    8.552876e+04   7.384874e+04   2.019399e+02          1     656466
      135    8.328633e+04   7.385039e+04   2.035237e+02          1     661365
      136    9.213667e+04   7.385326e+04   2.050634e+02          1     666264
      137    8.010884e+04   7.385426e+04   2.066039e+02          1     671163
      138    4.706194e+04   7.385573e+04   2.081659e+02          1     676062
      139    6.511707e+04   7.385594e+04   2.096930e+02          1     680961
      140    7.013695e+04   7.386069e+04   2.112977e+02          1     685860

Terminating training
  Status         : bound_stalling
  Total time (s) : 2.112977e+02
  Total solves   : 685860
  Best bound     :  7.386069e+04
  Simulation CI  :  7.548844e+04 ± 2.129651e+03
------------------------------------------------------------------------------
